Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Oct 16| 2014 21:43 UTC;Ariane 5 ECA | Intelsat 30| ARSAT-1;Lost;201,02;Success;1;5
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Thu Oct 16| 2014 20:02 UTC;PSLV-XL | IRNSS-1C;Lost;407,23;Success;5;4
MHI;LA-Y1| Tanegashima Space Center| Japan;Tue Oct 07| 2014 05:16 UTC;H-IIA 202 | Himawari 8;Fixing;308,26;Success;4;4
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Sun Sep 21| 2014 05:52 UTC;Falcon 9 v1.1 | CRS-4;Crash;183,32;Success;2;4
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Wed Sep 17| 2014 00:10 UTC;Atlas V 401 | CLIO;Landed;118,45;Success;2;4
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Sep 11| 2014 22:05 UTC;Ariane 5 ECA | MEASAT 3b| Optus 10;Crash;358,12;Success;5;10
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Sun Sep 07| 2014 05:00 UTC;Falcon 9 v1.1 | AsiaSat 6;Landed;172,93;Success;2;5
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Fri Aug 22| 2014 12:27 UTC;Soyuz ST-B/Fregat-MT | Galileo FOC FM01-FM02;Landed;235,5;Partial Failure;5;8
ULA;SLC-3E| Vandenberg AFB| California| USA;Wed Aug 13| 2014 18:30 UTC;Atlas V 401 | WorldView 3;Fixing;380,84;Success;3;10
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Tue Aug 05| 2014 08:00 UTC;Falcon 9 v1.1 | AsiaSat 8;Fixing;347,34;Success;1;7
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Sat Aug 02| 2014 03:23 UTC;Atlas V 401 | GPS IIF-7;Crash;334,33;Success;5;9
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Tue Jul 29| 2014 23:47 UTC;Ariane 5 ES | Georges Lema??tre ATV;Lost;250,82;Success;3;6
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Mon Jul 28| 2014 23:28 UTC;Delta IV Medium+ (4|2) | AFSPC-4;Lost;170,88;Success;5;4
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Mon Jul 14| 2014 15:15 UTC;Falcon 9 v1.1 | OG2 Mission 1;Lost;222,89;Success;2;1
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Sun Jul 13| 2014 16:52 UTC;Antares 120 | CRS Orb-2;Crash;360,74;Success;2;8
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Thu Jul 10| 2014 18:55 UTC;Soyuz ST-B/Fregat-MT | O3b FM03/FM06-FM08;Crash;106,03;Success;1;5
VKS RF;Site 35/1| Plesetsk Cosmodrome| Russia;Wed Jul 09| 2014 12:00 UTC;Angara 1.2 | Demo Flight;Crash;246,65;Success;5;9
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Thu Jul 03| 2014 12:43 UTC;Rokot/Briz KM | Goniets-M 18 to 20;Lost;234,31;Success;3;7
ULA;SLC-2W| Vandenberg AFB| California| USA;Wed Jul 02| 2014 09:56 UTC;Delta II 7320-10C | OCO-2;Lost;119,65;Success;3;8
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Mon Jun 30| 2014 04:22 UTC;PSLV-CA | SPOT-7 & Rideshares;Crash;192,6;Success;4;8
Kosmotras;Site 370/13| Yasny Cosmodrome| Russia;Thu Jun 19| 2014 19:11 UTC;Dnepr | Deimos 2;Landed;384,56;Success;2;6
Sea Launch;LP Odyssey| Kiritimati Launch Area| Pacific Ocean;Sat May 24| 2014 21:09 UTC;Zenit-3 SL | Eutelsat-3B;Lost;85,74;Success;5;3
MHI;LA-Y1| Tanegashima Space Center| Japan;Sat May 24| 2014 03:05 UTC;H-IIA 202 | Daichi 2| SPROUT & Others;Landed;279,62;Success;4;3
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Fri May 23| 2014 05:27 UTC;Rokot/Briz KM | Cosmos 2496 to 2499;Landed;340,76;Success;3;2
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Thu May 22| 2014 13:09 UTC;Atlas V 401 | NROL-33;Crash;345,17;Success;1;10
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Sat May 17| 2014 00:03 UTC;Delta IV Medium+ (4|2) | GPS IIF-6;Crash;77,51;Success;5;5
Arianespace;ELV-1 (SLV)| Guiana Space Centre| French Guiana| France;Wed Apr 30| 2014 01:35 UTC;Vega | KazEOSat-1;Landed;48,09;Success;2;8
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Fri Apr 18| 2014 19:25 UTC;Falcon 9 v1.1 | CRS-3;Landed;30,35;Success;3;10
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Thu Apr 10| 2014 17:45 UTC;Atlas V 541 | NROL-67;Lost;199,36;Success;5;10
IAI;Pad 1| Palmachim Airbase| Israel;Wed Apr 09| 2014;Shavit-2 | Ofek-10;Landed;285,91;Success;5;10
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Fri Apr 04| 2014 11:44 UTC;PSLV-XL | IRNSS-1B;Lost;190,2;Success;1;3
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Thu Apr 03| 2014 21:02 UTC;Soyuz ST-A/Fregat-M | Sentinel 1A;Fixing;221,57;Success;3;7
ULA;SLC-3E| Vandenberg AFB| California| USA;Thu Apr 03| 2014 14:46 UTC;Atlas V 401 | DMSP-5D3 F19;Crash;288,93;Success;4;7
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Sat Mar 22| 2014 22:04 UTC;Ariane 5 ECA | Astra 5B| Amazonas 4A;Lost;354,45;Success;1;4
MHI;LA-Y1| Tanegashima Space Center| Japan;Thu Feb 27| 2014 18:37 UTC;H-IIA 202 | GPM-Core & Others;Fixing;113,03;Success;4;10
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Fri Feb 21| 2014 01:59 UTC;Delta IV Medium+ (4|2) | GPS IIF-5;Fixing;278,07;Success;2;8
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Feb 06| 2014 21:30 UTC;Ariane 5 ECA | ABS-2| Athena-Fidus;Crash;107,62;Success;2;7
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Fri Jan 24| 2014 02:33 UTC;Atlas V 401 | TDRS-L;Lost;325,07;Success;1;6
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Thu Jan 09| 2014 18:07 UTC;Antares 120 | CRS Orb-1;Fixing;439,66;Success;5;3
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Mon Jan 06| 2014 22:06 UTC;Falcon 9 v1.1 | Thaicom 6;Crash;98,25;Success;4;10
ISRO;Second Launch Pad| Satish Dhawan Space Centre| India;Sun Jan 05| 2014 10:48 UTC;GSLV Mk II | GSAT-14;Lost;407,66;Success;3;6
VKS RF;Site 43/4| Plesetsk Cosmodrome| Russia;Sat Dec 28| 2013 12:30 UTC;Soyuz 2.1v/Volga | Cosmos 2492 and 2493 & AIST-1 1;Lost;219,25;Success;3;10
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Wed Dec 25| 2013 00:31 UTC;Rokot/Briz KM | Cosmos 2488 to 2491;Crash;126,04;Success;3;8
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Thu Dec 19| 2013 09:12 UTC;Soyuz ST-B/Fregat-MT | Gaia;Landed;448,05;Success;2;3
ULA;SLC-3E| Vandenberg AFB| California| USA;Fri Dec 06| 2013 07:14 UTC;Atlas V 501 | NROL-39;Landed;49,53;Success;3;8
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Tue Dec 03| 2013 22:41 UTC;Falcon 9 v1.1 | SES-8;Lost;170,17;Success;3;5
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Fri Nov 22| 2013 12:02 UTC;Rokot/Briz KM | SWARM;Landed;347,84;Success;5;5
Kosmotras;Site 370/13| Yasny Cosmodrome| Russia;Thu Nov 21| 2013 07:10 UTC;Dnepr | DubaiSat 2 & Others;Landed;63,48;Success;2;5
Northrop;LP-0B| Wallops Flight Facility| Virginia| USA;Wed Nov 20| 2013 01:15 UTC;Minotaur I | ORS-3;Fixing;237,54;Success;5;8
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Mon Nov 18| 2013 18:28 UTC;Atlas V 401 | MAVEN;Lost;359,17;Success;2;4
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Tue Nov 05| 2013 09:08 UTC;PSLV-XL | Mars Orbiter Mission;Fixing;331,45;Success;4;3
SpaceX;SLC-4E| Vandenberg AFB| California| USA;Sun Sep 29| 2013 16:00 UTC;Falcon 9 v1.1 | CASSIOPE;Landed;337,79;Success;2;5
CASIC;Jiuquan Satellite Launch Center| China;Wed Sep 25| 2013 04:37 UTC;Kuaizhou 1 | Kuaizhou 1;Lost;72,76;Success;4;6
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Wed Sep 18| 2013 08:10 UTC;Atlas V 531 | AEHF-3;Lost;204,18;Success;4;7
JAXA;Mu Pad| Uchinoura Space Center| Japan;Sat Sep 14| 2013 05:00 UTC;Epsilon Demo | SPRINT-A;Crash;249,11;Success;3;3
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Fri Sep 13| 2013 14:58 UTC;Antares 110 | CRS Orb-D1;Lost;391,18;Success;1;1
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Wed Sep 11| 2013 23:23 UTC;Rokot/Briz KM | Goniets-M 14| 16 and 17;Lost;334,82;Success;2;3
Northrop;LP-0B| Wallops Flight Facility| Virginia| USA;Sat Sep 07| 2013 03:27 UTC;Minotaur V | LADEE;Crash;217,05;Success;2;1
Land Launch;Site 45/1| Baikonur Cosmodrome| Kazakhstan;Sat Aug 31| 2013 20:05 UTC;Zenit-3 SLB | AMOS 4;Crash;185,39;Success;1;10
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Aug 29| 2013 20:30 UTC;Ariane 5 ECA | Eutelsat 25B/Es'hail 1| GSAT-7;Landed;321,26;Success;2;8
ULA;SLC-6| Vandenberg AFB| California| USA;Wed Aug 28| 2013 18:03 UTC;Delta IV Heavy | NROL-65;Crash;242,96;Success;5;8
Kosmotras;Site 370/13| Yasny Cosmodrome| Russia;Thu Aug 22| 2013 14:39 UTC;Dnepr | KompSat-5;Lost;445,65;Success;5;5
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Thu Aug 08| 2013 00:29 UTC;Delta IV Medium+ (5|4) | WGS-6;Fixing;254,46;Success;4;2
MHI;LA-Y2| Tanegashima Space Center| Japan;Sat Aug 03| 2013 19:48 UTC;H-IIB | HTV-4;Crash;92,3;Success;2;3
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Jul 25| 2013 19:54 UTC;Ariane 5 ECA | Alphasat I-XL| INSAT-3D;Fixing;368,33;Success;5;5
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Fri Jul 19| 2013 13:00 UTC;Atlas V 551 | MUOS-2;Crash;124,77;Success;3;6
VKS RF;Site 81/24| Baikonur Cosmodrome| Kazakhstan;Tue Jul 02| 2013 02:38 UTC;Proton-M/DM-3 | Cosmos 2488| 2489 & 2490;Crash;138,57;Failure;3;7
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Mon Jul 01| 2013 18:11 UTC;PSLV-XL | IRNSS-1A;Fixing;383,5;Success;3;1
Northrop;Stargazer| Vandenberg AFB| California| USA;Fri Jun 28| 2013 02:27 UTC;Pegasus XL | IRIS;Landed;424,18;Success;4;5
VKS RF;Site 175/59| Baikonur Cosmodrome| Kazakhstan;Thu Jun 27| 2013 16:53 UTC;Strela | Cosmos 2487;Lost;91,49;Success;1;8
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Tue Jun 25| 2013 19:27 UTC;Soyuz ST-B/Fregat-MT | O3b FM01-FM02/FM04-FM05;Landed;74,53;Success;3;3
CASC;Site 901 (SLS-1)| Jiuquan Satellite Launch Center| China;Tue Jun 11| 2013 09:38 UTC;Long March 2F/G | Shenzhou 10;Landed;207,24;Success;5;7
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Wed Jun 05| 2013 21:52 UTC;Ariane 5 ES | Albert Einstein ATV;Crash;365,99;Success;5;6
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Sat May 25| 2013 00:27 UTC;Delta IV Medium+ (5|4) | WGS-5;Landed;372,72;Success;4;7
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Wed May 15| 2013 21:38 UTC;Atlas V 401 | GPS IIF-4;Fixing;154,39;Success;2;1
Arianespace;ELV-1 (SLV)| Guiana Space Centre| French Guiana| France;Tue May 07| 2013 02:06 UTC;Vega | Proba-V| VNREDSat-1A & ESTCube-1;Crash;416,11;Success;2;2
Northrop;LP-0A| Wallops Flight Facility| Virginia| USA;Sun Apr 21| 2013 21:00 UTC;Antares 110 | Antares A-ONE;Landed;303,19;Success;1;9
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Tue Mar 19| 2013 21:21 UTC;Atlas V 401 | SBIRS GEO-2;Lost;80,25;Success;1;5
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Fri Mar 01| 2013 15:10 UTC;Falcon 9 v1.0 | CRS-2;Fixing;199;Success;2;9
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Mon Feb 25| 2013 12:31 UTC;PSLV-CA | SARAL & Rideshares;Landed;103,26;Success;1;6
ULA;SLC-3E| Vandenberg AFB| California| USA;Mon Feb 11| 2013 18:02 UTC;Atlas V 401 | Landsat 8;Crash;425,12;Success;1;8
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Feb 07| 2013 21:36 UTC;Ariane 5 ECA | Amazonas-3| Azerspace-1 (Africasat-1A);Landed;181,31;Success;4;1
Sea Launch;LP Odyssey| Kiritimati Launch Area| Pacific Ocean;Fri Feb 01| 2013 06:55 UTC;Zenit-3 SL | Intelsat-27;Landed;284,61;Failure;5;5
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Thu Jan 31| 2013 01:48 UTC;Atlas V 401 | TDRS-K;Fixing;84,63;Success;1;9
KARI;LC-1| Naro Space Center| South Korea;Wed Jan 30| 2013 07:00 UTC;Naro-1 | STSAT-2C;Crash;145,48;Success;1;6
MHI;LA-Y1| Tanegashima Space Center| Japan;Sun Jan 27| 2013 04:40 UTC;H-IIA 202 | IGS-Optical 5V & IGS-Radar 4;Landed;71,44;Success;3;4
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Tue Jan 15| 2013 16:24 UTC;Rokot/Briz KM | Cosmos 2482 to 2484;Crash;104,3;Partial Failure;2;8
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Wed Dec 19| 2012 21:49 UTC;Ariane 5 ECA | Skynet 5D| Mexsat-3;Fixing;298,51;Success;3;2
KCST;Pad 1| Sohae Satellite Launching Station| North Korea;Wed Dec 12| 2012 00:49 UTC;Unha-3 | KwangmyÂ�Â�ngsÂ�Â�ng-3 (Unit 2);Lost;348,02;Success;1;1
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Tue Dec 11| 2012 18:03 UTC;Atlas V 501 | OTV-3;Lost;56,84;Success;1;3
Sea Launch;LP Odyssey| Kiritimati Launch Area| Pacific Ocean;Mon Dec 03| 2012 20:43 UTC;Zenit-3 SL | Eutelsat-70B;Fixing;423,81;Success;4;5
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Sun Dec 02| 2012 02:02 UTC;Soyuz ST-A/Fregat | Pl??iades 1B;Lost;246,9;Success;1;9
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Sat Nov 10| 2012 21:05 UTC;Ariane 5 ECA | Eutelsat 21B| Star One C3;Fixing;291,31;Success;4;9
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Fri Oct 12| 2012 15:15 UTC;Soyuz ST-B/Fregat-MT | Galileo IOV FM03-FM04;Fixing;297,43;Success;3;6
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Mon Oct 08| 2012 00:35 UTC;Falcon 9 v1.0 | CRS-1;Landed;211,13;Partial Failure;5;2
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Thu Oct 04| 2012 12:10 UTC;Delta IV Medium+ (4|2) | GPS IIF-3;Lost;56,79;Success;5;5
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Fri Sep 28| 2012 21:18 UTC;Ariane 5 ECA | Astra 2F| GSAT-10;Crash;421,75;Success;1;9
ISA;Imam Khomeini Spaceport| Semnan Space Center| Iran;Sat Sep 22| 2012;Safir-1B+ | Unknown Payload;Lost;285,24;Failure;4;6
ULA;SLC-3E| Vandenberg AFB| California| USA;Thu Sep 13| 2012 21:39 UTC;Atlas V 401 | NROL-36;Landed;426,45;Success;2;2
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Sun Sep 09| 2012 04:23 UTC;PSLV-CA | SPOT-6 & mRESINS & PROITERES;Fixing;389,03;Success;5;7
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Thu Aug 30| 2012 08:05 UTC;Atlas V 401 | Van Allen Probes (RBSP);Lost;120,74;Success;5;5
Sea Launch;LP Odyssey| Kiritimati Launch Area| Pacific Ocean;Sun Aug 19| 2012 06:54 UTC;Zenit-3 SL | Intelsat-21;Crash;407,81;Success;1;3
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Aug 02| 2012 20:54 UTC;Ariane 5 ECA | Intelsat 20| HYLAS 2;Fixing;379,85;Success;5;2
VKS RF;Site 133/3| Plesetsk Cosmodrome| Russia;Sat Jul 28| 2012 01:35 UTC;Rokot/Briz KM | Cosmos 2481 & Goniets-M 13 and 15;Fixing;100,01;Success;1;8
MHI;LA-Y2| Tanegashima Space Center| Japan;Sat Jul 21| 2012 02:06 UTC;H-IIB | HTV-3;Crash;100,59;Success;4;8
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Thu Jul 05| 2012 21:36 UTC;Ariane 5 ECA | EchoStar XVII| MSG-3;Landed;420,96;Success;5;1
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Fri Jun 29| 2012 13:15 UTC;Delta IV Heavy | NROL-15;Landed;271,82;Success;5;2
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Wed Jun 20| 2012 12:28 UTC;Atlas V 401 | NROL-38;Lost;171,14;Success;1;10
CASC;Site 901 (SLS-1)| Jiuquan Satellite Launch Center| China;Sat Jun 16| 2012 10:37 UTC;Long March 2F/G | Shenzhou 9;Lost;289,79;Success;5;4
Northrop;Stargazer| Ronald Reagan Ballistic Missile Defense Test Site| Marshall Islands| USA;Wed Jun 13| 2012 16:00 UTC;Pegasus XL | NuSTAR;Lost;110,05;Success;2;3
Sea Launch;LP Odyssey| Kiritimati Launch Area| Pacific Ocean;Fri Jun 01| 2012 05:22 UTC;Zenit-3 SL | Intelsat-19;Landed;74,4;Success;2;7
ISA;Imam Khomeini Spaceport| Semnan Space Center| Iran;Wed May 23| 2012;Safir-1B+ | Unknown Payload;Fixing;162,34;Failure;4;9
SpaceX;SLC-40| Cape Canaveral AFS| Florida| USA;Tue May 22| 2012 07:44 UTC;Falcon 9 v1.0 | COTS-2+;Crash;325,24;Success;4;2
MHI;LA-Y1| Tanegashima Space Center| Japan;Thu May 17| 2012 16:39 UTC;H-IIA 202 | Shizuku| KOMPSAT 3 & Others;Crash;301,52;Success;2;6
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Tue May 15| 2012 22:13 UTC;Ariane 5 ECA | JCSAT-13| Vinasat-2;Fixing;422,8;Success;3;5
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Fri May 04| 2012 18:42 UTC;Atlas V 531 | AEHF-2;Lost;347,56;Success;1;6
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Thu Apr 26| 2012 00:17 UTC;PSLV-XL | RISAT-1;Lost;184,03;Success;4;7
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Thu Apr 26| 2012;PSLV-XL | PSLV- C19 RISAT-1;Lost;120,33;Success;5;7
KCST;Pad 1| Sohae Satellite Launching Station| North Korea;Thu Apr 12| 2012 22:38 UTC;Unha-3 | KwangmyÂ�Â�ngsÂ�Â�ng-3;Lost;378,02;Failure;3;4
ULA;SLC-6| Vandenberg AFB| California| USA;Tue Apr 03| 2012 23:12 UTC;Delta IV Medium+ (5|2) | NROL-25;Fixing;349,22;Success;2;3
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Fri Mar 23| 2012 04:34 UTC;Ariane 5 ES | Edoardo Amaldi ATV;Crash;393,71;Success;5;10
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Fri Feb 24| 2012 22:15 UTC;Atlas V 551 | MUOS-1;Crash;136,34;Success;5;9
ESA;ELV-1 (SLV)| Guiana Space Centre| French Guiana| France;Mon Feb 13| 2012 10:00 UTC;Vega | Lares| AlmaSat-1 & 7 cubesats;Crash;380,36;Success;2;2
ISA;Imam Khomeini Spaceport| Semnan Space Center| Iran;Fri Feb 03| 2012;Safir-1B | Navid;Lost;182,83;Success;4;9
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Fri Jan 20| 2012 00:38 UTC;Delta IV Medium+ (5|4) | WGS-4;Fixing;432,18;Success;1;8
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Sat Dec 17| 2011 02:03 UTC;Soyuz ST-A/Fregat | Pl??iades 1A| SSOT| Elisa;Crash;245,01;Success;2;5
MHI;LA-Y1| Tanegashima Space Center| Japan;Mon Dec 12| 2011 01:21 UTC;H-IIA 202 | IGS-Radar 3;Landed;250,43;Success;4;2
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Sat Nov 26| 2011 15:02 UTC;Atlas V 541 | Mars Science Laboratory;Crash;360,09;Success;3;10
Roscosmos;Site 45/1| Baikonur Cosmodrome| Kazakhstan;Tue Nov 08| 2011 20:16 UTC;Zenit-2 FG | Fobos-Grunt & Yinghuo 1;Crash;87,72;Success;2;10
CASC;Site 901 (SLS-1)| Jiuquan Satellite Launch Center| China;Mon Oct 31| 2011 21:58 UTC;Long March 2F/G | Shenzhou 8;Landed;197,46;Success;3;1
ULA;SLC-2W| Vandenberg AFB| California| USA;Fri Oct 28| 2011 09:48 UTC;Delta II 7920-10C | Suomi NPP / ELaNa III;Fixing;124,96;Success;1;5
Arianespace;ELS| Guiana Space Centre| French Guiana| France;Fri Oct 21| 2011 07:30 UTC;Soyuz ST-B/Fregat-MT | Galileo IOV FM01-FM02;Landed;52,57;Success;5;2
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Wed Oct 12| 2011 05:31 UTC;PSLV-CA | Megha-Tropiques & Rideshares;Fixing;372,72;Success;3;5
Land Launch;Site 45/1| Baikonur Cosmodrome| Kazakhstan;Wed Oct 05| 2011 21:00 UTC;Zenit-3 SLB | Intelsat 18;Landed;363,71;Success;5;2
CASC;Site 901 (SLS-1)| Jiuquan Satellite Launch Center| China;Thu Sep 29| 2011 21:16 UTC;Long March 2F/T | Tiangong-1;Lost;79;Success;1;2
Northrop;LP-1| Pacific Spaceport Complex| Alaska| USA;Tue Sep 27| 2011 15:49 UTC;Minotaur IV | TacSat-4;Lost;156,52;Success;4;5
Sea Launch;LP Odyssey| Kiritimati Launch Area| Pacific Ocean;Sat Sep 24| 2011 20:17 UTC;Zenit-3 SL | Atlantic Bird 7;Crash;376,06;Success;1;8
MHI;LA-Y1| Tanegashima Space Center| Japan;Fri Sep 23| 2011 04:36 UTC;H-IIA 202 | IGS-Optical 4;Lost;425,59;Success;3;4
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Wed Sep 21| 2011 21:38 UTC;Ariane 5 ECA | Arabsat-5C| SES-2;Landed;202,48;Success;1;7
MHI;LA-Y1| Tanegashima Space Center| Japan;Sun Sep 11| 2011 11:17 UTC;H-IIA 202 | Michibiki 1;Landed;318,01;Success;3;1
ULA;SLC-17B| Cape Canaveral AFS| Florida| USA;Sat Sep 10| 2011 13:08 UTC;Delta II 7920H-10C | GRAIL;Crash;210,67;Success;3;8
Kosmotras;Site 370/13| Yasny Cosmodrome| Russia;Wed Aug 17| 2011 07:12 UTC;Dnepr | Sich 2 & Others;Lost;378,58;Success;1;6
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Sat Aug 06| 2011 22:52 UTC;Ariane 5 ECA | Astra 1N| BSAT-3C (JCSAT-110R);Fixing;63,11;Success;5;2
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Fri Aug 05| 2011 16:25 UTC;Atlas V 551 | Juno;Lost;86,28;Success;2;6
Roscosmos;Site 45/1| Baikonur Cosmodrome| Kazakhstan;Mon Jul 18| 2011 02:31 UTC;Zenit-3 SLBF | Spektr-R;Lost;75,59;Success;5;9
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Sat Jul 16| 2011 06:41 UTC;Delta IV Medium+ (4|2) | GPS IIF-2;Landed;292,69;Success;1;9
ISRO;Second Launch Pad| Satish Dhawan Space Centre| India;Fri Jul 15| 2011 11:18 UTC;PSLV-XL | GSAT-12;Crash;278,83;Success;5;7
NASA;LC-39A| Kennedy Space Center| Florida| USA;Fri Jul 08| 2011 15:29 UTC;Space Shuttle Atlantis | STS-135;Landed;344,8;Success;2;10
Northrop;LP-0B| Wallops Flight Facility| Virginia| USA;Thu Jun 30| 2011 03:09 UTC;Minotaur I | ORS-1;Landed;266,96;Success;4;9
ISA;Imam Khomeini Spaceport| Semnan Space Center| Iran;Wed Jun 15| 2011;Safir-1A | Rasad 1;Lost;130,44;Success;1;1
ULA;SLC-2W| Vandenberg AFB| California| USA;Fri Jun 10| 2011 14:20 UTC;Delta II 7320-10C | SAC-D;Crash;322,25;Success;1;1
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Fri May 20| 2011 20:38 UTC;Ariane 5 ECA | ST-2| GSAT-8;Lost;445,44;Success;4;6
NASA;LC-39A| Kennedy Space Center| Florida| USA;Mon May 16| 2011 12:56 UTC;Space Shuttle Endeavour | STS-134;Landed;321,19;Success;1;2
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Sat May 07| 2011 18:10 UTC;Atlas V 401 | SBIRS GEO-1;Landed;83,09;Success;5;5
Arianespace;ELA-3| Guiana Space Centre| French Guiana| France;Fri Apr 22| 2011 21:37 UTC;Ariane 5 ECA | Yahsat 1A| Intelsat 28 (New Dawn);Lost;51,81;Success;2;8
ISRO;First Launch Pad| Satish Dhawan Space Centre| India;Wed Apr 20| 2011 04:42 UTC;PSLV-G | ResourceSat-2 & X-Sat & YouthSat;Landed;189,06;Success;5;3
ULA;SLC-3E| Vandenberg AFB| California| USA;Fri Apr 15| 2011 04:24 UTC;Atlas V 411 | NROL-34;Crash;243,74;Success;3;1
ULA;SLC-37B| Cape Canaveral AFS| Florida| USA;Fri Mar 11| 2011 22:38 UTC;Delta IV Medium+ (4|2) | NROL-27;Lost;217,88;Success;2;4
ULA;SLC-41| Cape Canaveral AFS| Florida| USA;Sat Mar 05| 2011 22:46 UTC;Atlas V 501 | OTV-2;Lost;433,5;Success;1;7
Northrop;SLC-576E| Vandenberg AFB| California| USA;Fri Mar 04| 2011 10:09 UTC;Minotaur C (Taurus) | Glory| KySat-1| Hermes| and Explorer-1 [PRIME];Landed;341,48;Failure;1;1
NASA;LC-39A| Kennedy Space Center| Florida| USA;Thu Feb 24| 2011 21:53 UTC;Space Shuttle Discovery | STS-133;Landed;354,89;Success;4;7
